study_hours_per_day,attendance,assignments_completed,midterm_score,previous_sgpa,daily_screen_time,social_media_usage,class_participation,sleep_hours,stress_level,physical_activity,internet_quality,study_environment,fatigue_score,gender,sgpa
4.84,59.7%,1,99.36,5.66,6.07,1.33,1,5.99,,2.59,4,1,7.48,male,
5.28,69.5%,0,76.64,5.67,,4.9,8,8.94,2,6.38,5,1,4.16,Male,
9.08,97,2,76.77,5.12,2.34,1.16,6,8.35,3,3.62,4,4,7.62,Female,4
5.73,62,10,85.27,5.58,3.72,3.44,7,4.41,Low,0.01,1,5,,Male,4.61
7.37, 83.4 %,4,53.93,9.6,3.19,0.56,6,8.74,5,4.89,4,4,2.79,F,5.17
3.27,87.0%,6,50.03,8.32,1.66,2.33,7,4.21,3,3.59,2,2,8.9,,4
5.02,72,9,85.57,6.56,5.09,1.89,5,4.91,,2.22,5,1,3.64,male,
2.11, 96.9 %,9,60.69,8.97,7.96,2.22,3,6.92,4,0.14,3,1,2.85,female,4.21
2.85,86.8%,2,48.1,7.44,4.92,2.74,6,4.4,4,1.39,5,2,1.8,Male,4
1.01,72.9%,8,58.89,5.71,4.82,3.2,10,4.81,1,1.13,5,5,4.54,,4
1.35,78,9,61.52,9.42,,3.13,9,8.77,1,4.08,3,4,,Male,
9.8,85,3,97.91,6.69,1.97,3.34,6,8.97,5,5.39,3,5,5.47,Male,6.1
3.18,,9,81.88,8.49,4.59,4.3,9,7.99,low,1.64,1,2,9.27,Male,5.22
6.97,93.9%,1,71.85,6.45,,4.49,2,6.58,,4.88,1,4,8.08,female,
, 67.8 %,2,98.13,7.5,7.14,3.82,1,8.5,low,6.3,2,4,1.37,F,
5.96,65.0%,4,94.19,9.08,3.38,0.86,4,4.56,high,4.35,4,5,3.7,Male,4.74
,61,2,70.72,5.78,4.8,4.83,5,8.71,2,5.43,4,5,2.69,Male,
7.55,51.9%,4,94.34,9.89,4.87,4.76,10,5.76,HIGH,1.43,4,1,1.6,male,5.82
6.4,52.2%,3,64.26,5.35,5.8,3.7,7,8.31,5,0.52,5,,1.98,M,4.29
7.58, 93.5 %,,53.83,,5.81,2.83,8,7.34,high,2.56,5,5,9.17,,
7.93,84,9,53.96,9.58,6.53,1.63,1,8.8,2,4.96,3,2,3.79,male,6.16
, 83.0 %,2,79.74,9.73,1.17,3.9,6,8.32,1,4.8,2,5,4.53,Female,
6.16,81,5,70.06,6.16,7.61,4.45,1,8.44,HIGH,6.69,2,1,5.37,female,4.62
4.07,92,7,79.54,5.72,1.49,3.49,8,7.16,HIGH,4.41,4,4,7.7,female,4.37
,74,3,81.16,8.62,4.33,3.33,,8.17,high,2.88,3,2,8.19,female,
1.62,94,,41.34,5.21,7.44,1.37,4,7.79,low,5.58,,1,9.67,Female,
9.08,68,5,43.24,7.43,4.41,2.11,3,4.81,,1.07,5,2,2.9,Female,
2.07,96.3%,4,71.96,8.98,1.45,3.75,2,7.24,medium,5.69,3,2,3.71,Female,4.2
3.95,84.9%,2,51.46,7.8,2.6,0.58,8,4.74,4,2.56,4,4,3.82,Male,4
8.34, 62.9 %,4,77.95,5.94,5.05,3.39,6,8.35,4,1.08,2,1,5.01,female,4.95
6.38,78.2%,4,73.13,7.44,1.62,3.95,,4.33,HIGH,1.13,1,5,8.27,Male,4.81
4.54, 76.7 %,3,75.15,9.61,3.97,2.01,3,8.94,medium,6.89,5,2,3.16,Female,4.59
5.26,57,5,58.15,8.09,3.3,0.84,6,6,Low,4.36,4,2,8.05,Female,4
8.69,79.6%,2,78.39,8.61,6.71,4.19,6,4.85,1,1.22,3,4,2.84,female,4.63
4.06,66,9,89.77,6.68,1.77,1.14,5,8.68,4,1.88,3,1,7.39,F,4.38
8.83, 52.6 %,0,99.88,5.94,5.78,2.17,3,4.23,high,2.6,4,2,8.19,Female,4.93
1.79,97.4%,6,90.31,6.28,3.85,3.68,10,,4,0.39,,2,8.68,female,4
7.99,82.1%,6,73.45,7.67,5.11,4.18,9,7.85,2,,4,3,5.59,F,5.15
8.63, 93.8 %,3,51.61,6.4,2.44,4.38,6,5.58,2,5.33,5,3,3.96,M,4.54
2.64,83.8%,8,80.89,7.71,5.27,2.89,5,6.64,Low,5.51,3,2,7.95,F,4
4.87, 67.8 %,1,96.26,8.54,5.72,2.64,7,,Low,6.92,5,4,3.89,M,4.61
2.49, 75.6 %,0,52.71,8.67,1.49,4.32,1,8.76,4,0.47,1,5,2.33,M,4
7.36,83.8%,2,55.36,5.82,6.77,3.03,7,4.51,HIGH,6.22,,,8.51,female,4.41
5.82,98.0%,6,48.94,8.75,7.03,3.1,1,4.79,2,2.22,4,3,4.7,,4.17
6.72, 62.7 %,8,,,1.44,2.45,9,,4,2.29,4,1,6.14,M,
2.77,94,1,64.39,5.06,5.22,,6,6.09,,0.89,2,5,9.27,Male,
,96,5,43.76,5.29,5.16,2.66,7,6.05,medium,6.9,3,3,2.22,M,
1.37,83.5%,2,92.5,8.23,1.09,2.14,7,5.48,HIGH,6.87,4,5,6.01,Female,4.69
3.9,96.6%,4,73.46,6.92,3.4,2.05,1,6.8,3,6.05,2,5,6.03,M,4.07
6.04,70,8,59.87,5.73,7.78,4.97,2,8.42,high,0.64,4,1,8.76,male,4
8.72, 97.7 %,2,60.64,5.22,4.89,,10,4.8,2,5.89,3,2,4.07,F,4.77
7, 85.1 %,,,5.8,7.53,1.65,3,5.08,1,4.44,2,2,4.61,Male,
4.92,52,4,67.33,9.79,5.73,2.09,8,7.35,4,0.9,3,3,5.67,M,4
9.58,95.3%,0,60.22,8.64,1.2,3.16,9,4.28,2,1.83,4,1,2.5,,4.47
7.47,74.2%,7,72.88,7.64,1.54,4.6,8,7.37,low,4.82,2,3,5.24,Male,4.95
9.37,73.0%,6,86.41,9.71,6.06,4.05,6,5.57,high,5.62,1,3,4.92,Female,6.92
5.75,78,10,80.47,8.1,,4.29,2,5.79,5,5.94,4,2,2.78,Female,
3.33,57,1,57.67,8.63,1.89,4.37,,6.03,low,3.81,2,1,8.5,Male,4
1.48,73,10,71.72,6.41,5.3,4.64,,5.75,medium,3.74,,5,4.88,male,4.29
7.53, 91.6 %,8,90.41,7.94,6.67,1.56,7,8.21,medium,4.79,2,2,3.75,Female,6.51
2.09, 50.8 %,4,44.09,,6.27,2.56,9,8.73,4,5.44,5,,2.17,F,
3.72, 63.6 %,6,44.7,7.02,2.72,2.23,6,6.74,Low,1.19,5,3,1.81,female,4
5.79,,3,73.37,5.17,2.81,2.22,1,6.91,4,5.18,2,4,9.64,Female,4.26
6.08,71,,78.35,6.08,7.77,3.44,9,4.35,2,2.39,2,1,9.96,M,
6.41,86,7,52.68,5.37,7.21,2.31,7,7.57,4,2.69,5,5,9.08,male,4
2.5, 89.9 %,0,84.71,6.94,3.23,3.27,3,6.92,high,0.54,4,5,5.13,Female,4.01
4.42,97.3%,,78.78,9.22,6.77,2.22,,4.25,,4.12,5,3,8.27,Male,
6.55,80,5,95.4,6.89,2.13,1.9,3,,3,0.65,5,4,8.51,F,5.35
9.73,63,7,50.14,9.16,2.38,,2,,high,6.39,5,4,3.7,,5.24
7.55,96,7,,,2.27,4.12,10,4.85,high,4.35,3,1,6.27,F,
9.3,88.8%,1,45.02,7.55,1.61,3.2,2,7.29,1,6.93,4,3,9.61,F,5.45
7.86,78.7%,8,73.92,6.18,6.98,4.88,4,8.64,5,1.72,,3,3.52,F,4.7
6.33,85,3,73.11,9.61,5.05,4.25,6,7.81,high,4.76,4,3,6.97,Female,4.87
2.73,96.2%,3,63.3,5.27,2.81,2.69,3,6.39,Low,6.75,3,1,6.96,Male,4
7,85.6%,1,90.67,8.44,6.94,1.59,9,6.02,medium,2.09,3,5,5.07,female,4.92
6.61,68.4%,0,40.26,8.11,6.62,3.53,5,5.93,5,0.67,2,2,5.41,M,4.02
6.42, 85.7 %,9,71.21,7.21,1.71,3.77,5,,HIGH,4.44,5,4,5.11,Female,5.08
,52.0%,6,53.03,6.2,5.51,2.59,7,5.8,1,2.56,2,5,5.69,male,
5.76,69.3%,10,84.61,7.15,6.05,1.53,9,5.13,high,1.91,2,2,2.34,female,5.4
4.01, 70.3 %,9,42.58,9.36,6.01,3.01,1,7.01,1,6.96,2,5,8.15,Female,4
5.67,58.3%,2,89.89,9.18,6.06,1.64,9,5.95,low,5.28,,5,6.95,female,5.02
, 51.2 %,3,90.29,9.71,2.19,4.73,2,4.07,high,3.4,4,5,9.76,female,
8.25, 56.7 %,10,89.97,6.54,3.21,3.33,3,4.11,1,0.35,2,5,3.21,Female,5.99
2.67,,8,49.15,6.94,6.91,1.81,5,5.37,2,1.34,2,3,2.31,female,4
1.76,90.1%,5,77.82,5.09,7.29,1.47,10,6.56,4,2.09,1,5,4.08,male,4
4.93,99,0,40.86,9.71,2.95,3.73,4,5.77,5,3.41,1,2,5.59,Male,4.15
6.92, 67.3 %,8,90.88,6.65,1.16,3.69,5,4.12,HIGH,3.48,5,2,2.85,,6.2
4.94, 80.0 %,8,83.38,7.02,7.02,3.19,10,5.12,medium,,2,4,5.15,Female,5.08
3.49,,4,71.87,9.54,3.64,3.26,5,4.48,high,6.6,4,1,6.78,female,4.37
6.02,58,7,83.84,7.63,3.31,3.22,5,8.74,medium,3.8,2,2,1.51,Female,5.47
4.12, 85.9 %,6,45.66,7.83,3.43,2.12,10,5.56,2,0.14,5,2,7.82,F,4.31
9.4,88,10,71.72,5.88,3.91,4.72,10,4.07,medium,4.91,2,2,9.46,male,5.12
9.3, 54.4 %,,57.48,7.49,3.65,2.66,10,7.3,4,0.5,1,2,3.41,M,
5.52, 93.1 %,8,98.36,9.59,4.97,0.59,5,,medium,5.05,1,1,7.99,female,4.81
3.95,90.7%,1,,7.79,1.55,2.07,2,6.83,2,4.91,5,1,4.76,F,
7.63, 51.7 %,9,84,6.28,7.8,1.09,,4.75,,6.89,,5,6.98,Male,
1.33,54.6%,4,96.02,5.16,7.56,,10,8.92,3,2.39,1,2,7.69,male,4
5.27, 52.5 %,7,60.81,6.68,7.54,3.24,8,8.85,low,1.01,1,2,3.65,F,4.23
,66.7%,,94.05,7.86,7.15,0.6,3,7.28,HIGH,0.64,2,4,8.09,M,
9.28, 75.5 %,10,59.51,5.21,5.62,4.42,7,7.54,1,,5,4,1.95,male,4.95
1.11,76.6%,10,83.97,8.05,2.55,3.25,8,6.13,,5.67,2,4,9.88,F,
5.98,63.4%,5,,7.62,1.35,1.83,6,8.81,5,5.03,1,,,M,
,,5,41.1,8.92,1.7,1.9,6,6.12,medium,6.83,4,5,3.01,,
5.37,68.4%,6,61.66,5.14,3.27,2.6,3,5.2,low,2.16,5,3,2.25,M,4.67
1.77,52,10,41.17,8.9,4.53,1.62,9,,low,5.62,2,4,8.31,F,4
9.75,65,2,99.83,,,0.52,3,5.04,2,0.65,5,4,6.27,male,
5.66,77,7,47.33,6.85,4.05,0.62,5,6.86,low,6.33,4,1,9.57,F,4.45
6.53,70.4%,7,72.57,9.83,4.67,2.11,6,5.23,HIGH,0.36,3,2,6.83,Female,5.19
3.13, 63.7 %,8,87.43,5.8,5.87,1.06,1,7.27,low,5.52,1,5,4.07,female,4
5.35,57,7,52.08,7.71,2.27,0.6,9,5.91,medium,2.15,4,2,8.53,female,4.05
4.86,91,2,69.1,6.6,7.53,4.37,7,8.43,1,1.27,3,3,3.53,F,4
1.67, 99.8 %,5,76.45,7.64,4.7,1.73,1,,Low,4.93,2,5,3.62,,4.12
1.96,,8,49.61,7.76,2.93,2.76,6,7.11,low,6.27,4,3,1.25,female,4
8.54,69.1%,0,86.71,5.45,7.55,1.31,7,6.78,4,5.35,3,2,3.27,Male,4
3.16, 80.9 %,2,57.96,8.31,5.38,0.71,5,8.43,HIGH,2.19,4,1,3.35,F,4
2.75, 85.9 %,1,52.66,8.17,4.39,3.85,,4.32,Low,,,4,3.68,female,4
5.54, 69.6 %,7,73.5,8.85,5.06,,7,4.34,2,1.33,,,4.32,M,5.69
7.92,95.2%,5,64.62,5.45,6.24,0.62,3,7.51,5,5.77,2,5,6.19,Female,4.23
1.56,78,9,95.22,6.49,2.08,3.14,3,7.84,5,0.75,2,4,2.95,F,4.27
6.19,73,10,92.8,8.25,7.05,0.56,1,6.17,3,6.32,2,,6.73,F,5.13
2.07, 82.3 %,10,69,5.68,7.72,2.46,8,5.76,HIGH,4.21,2,,2.2,M,4
1.33,97.6%,7,,8.39,4.97,1.8,2,5.39,4,,3,5,9.38,M,
1.47, 89.7 %,1,59.53,5.3,5.78,1.94,3,5.17,3,5.86,2,1,1.23,Male,4
8.51,,10,56.05,6.67,7.02,0.52,7,8.56,3,4.67,4,3,9.17,Female,5.88
2.06,67,5,72.67,9.23,3.62,4.84,10,5.48,3,2.13,4,2,5.92,Female,4.4
1.41, 73.5 %,6,88.3,8.87,7.95,2.83,10,7.24,3,2.45,2,4,7.39,female,4.04
4.94, 65.7 %,7,58.65,8.22,5.76,3.08,8,7.94,1,1.21,4,4,3.69,Male,4.02
8.6, 85.0 %,8,51.41,9.35,3.97,3.5,9,4.11,,3.25,2,1,2.56,Female,
3.36,91.3%,4,68.53,8.55,5.74,4.09,8,4.17,4,0.77,4,5,9.53,F,4.05
4.8,87,10,44.14,7.6,4.65,,7,5.67,4,4.57,5,2,4.97,Female,4.24
1.36,99.5%,2,82.08,,1.78,3.93,10,7.48,HIGH,1.18,1,5,5.32,M,
5.04, 63.6 %,1,71.1,8.47,,2.52,1,5.3,low,6.05,4,5,9.87,male,
6.2, 93.7 %,7,69.78,8.01,4.95,2.17,1,4.01,3,4.9,4,1,4.02,Female,5.12
, 88.3 %,0,58.03,7.04,6.57,4.2,8,5.44,3,6.24,1,3,1.9,male,
3.99,68.1%,9,94.28,9.51,2.08,4.39,7,4.45,medium,0.61,5,3,,F,5.75
3.84,87,5,45.43,6.48,4.77,1.12,2,5.1,low,5.59,1,1,5.99,M,4
1.96,55.2%,1,92.19,5.05,6.37,2.94,9,5.67,5,,4,1,7.96,Female,4
4.3,89.5%,2,,5.98,7.92,3.58,10,4.64,4,,2,1,9.6,,
1.9,77,7,92.84,5.55,7.19,0.88,7,7.53,high,6.99,,5,3.77,male,4
7.9,64.6%,0,83.73,6.59,7.05,4.68,9,5.28,low,2.1,4,5,7.5,Female,5.14
9.7, 82.8 %,5,46.25,9.13,2.73,2.84,1,7.31,HIGH,1.48,,2,4.91,,5.44
9.73,82.1%,2,,,6.87,3.4,3,7,medium,2.9,2,1,,Female,
8.79,60,5,,5.84,2.18,1.3,10,8.49,Low,0.06,5,5,2.48,female,
6.41,,2,41.94,8.94,2.39,1.69,2,4.44,2,6.2,4,3,5.51,F,4
7.31,71.7%,10,48.02,7.52,,1.04,,5.07,1,1.88,,1,1.69,Male,
3.57,78,10,78.14,7.56,7,1.69,10,8.33,3,3.65,2,3,6.05,F,4.69
6.68, 93.8 %,7,79.76,6.81,1.76,,4,8.11,5,4.36,1,,2.52,Male,4.57
5.1,96,4,84.8,9.32,1.97,4.25,2,4.96,HIGH,,3,2,9.64,Male,5.88
5.34,76,3,83.21,6.59,2.72,2.9,2,4.54,5,1.75,1,4,5.99,Female,4.07
7.82,87.7%,8,79.57,5.47,5.01,1.6,6,8.28,Low,5.02,5,2,5.76,Male,4.95
3.54,72.0%,4,85.97,6.51,7.16,0.7,9,4.89,4,0.82,2,,9.75,Male,4.43
3.86, 87.3 %,3,74.51,8.58,3.93,3.3,6,8.36,1,4.93,2,2,5.49,male,4.26
9.32,60,7,55.65,,4.82,2.39,4,8.81,,6.44,5,5,7.09,F,
,68.6%,7,94.74,5.94,2.17,4.93,9,5.1,3,0.6,2,3,1.42,female,
5.37, 81.7 %,7,41.09,5.56,2.86,4.01,2,8.2,low,0.82,3,5,7.38,F,4.12
9.22,51,3,61.99,8.3,1.94,4.14,6,6.12,3,3.9,3,1,1.94,male,4.7
6.49,86,,,8.38,3.87,0.56,7,7.94,low,0.32,,4,8.02,M,
5.92,91.8%,1,65.63,6.83,5.13,4,3,6.04,3,1.31,4,3,8.89,male,4
3.25,70.0%,3,41.49,9.21,2.99,1.38,4,4.35,5,1.33,2,1,3.84,male,4
4.09,72.4%,9,43.96,9.89,6.92,3.14,7,7.56,1,3.37,3,5,8.9,female,5.44
8.67,,1,78.92,6.03,,2.51,9,4.75,HIGH,1.74,1,5,5.34,Female,
6.03,88.8%,10,,7.89,1.84,3.07,5,8.64,5,3.33,2,2,6.14,F,
5.63,64.4%,9,73.11,5.03,1.13,1.1,2,6.09,4,3.65,3,2,4.7,F,4.77
1.9, 66.2 %,,,8.57,6.53,2.56,8,4.41,HIGH,5.11,3,4,5.29,female,
1.14, 83.9 %,,59.1,7.07,2.33,0.67,9,5.14,medium,6.62,3,2,9.17,female,
9.67,78,8,55.4,5.97,3.47,0.68,2,8.31,3,3.53,4,2,9.53,female,5.34
4.39,58.1%,10,41.26,8.76,3.76,3.46,10,5.61,4,2.49,,2,5.01,F,5.05
6.43,65.5%,8,56.38,9.05,7.42,4.78,10,8.28,5,1.81,4,4,5.63,female,4.43
1.72, 95.0 %,6,66.95,5.56,5.61,4,1,4.86,medium,4.44,1,1,2.05,Male,4
,84.4%,3,51.88,5.2,1.28,2.61,4,6.34,4,6.6,1,3,3.93,M,
9.39, 99.3 %,0,,6.67,1.1,,1,8.39,2,5.35,5,1,5.62,Male,
6.18, 88.4 %,2,,8.13,2.4,0.7,1,4.24,HIGH,1.44,5,1,2.82,male,
2.14,,7,93.68,8.97,3.23,1.21,5,5.52,1,6.25,3,1,6.19,M,4.95
6.24,61,3,96.21,7.73,4.39,4.89,7,8.55,high,5.15,1,5,7.17,M,5.59
7.9, 88.6 %,9,77.08,7.9,6.86,2.29,3,6.98,Low,0.9,3,3,6.85,Male,5.85
4.66,51.0%,9,43.17,9,3.2,4.3,7,7.58,HIGH,,5,3,4.98,F,4
8.92,84,1,84.45,7.64,3.64,,5,8.21,Low,2.03,1,5,7.92,,4.78
6.84,73,7,46.61,8.06,3.31,,10,6.62,low,3.44,3,5,3.88,M,4.36
9.09,67,6,80.18,7.58,1.06,4.77,8,8.23,high,2.1,2,2,5.22,female,5.92
6.61,93,10,86.76,9.4,7.69,1.54,7,7.19,5,,2,5,3.43,male,6.15
2.18,92.7%,9,,6.18,1.97,2.55,,7.43,medium,,3,4,6.43,Male,
3.79,51.1%,8,97.11,6.32,3.01,4.39,1,4.76,2,5.8,4,5,4.97,M,4
2.82,80.5%,1,84.29,5.64,1.91,2.98,7,8.7,Low,1.62,3,2,2.95,female,4.05
9.18,68.4%,4,81.59,,4.43,1.61,6,7.98,5,1.68,1,5,3.77,Male,
7.84,71,5,,7.06,7.53,,9,5.27,high,3.01,5,4,3.52,Male,
7.09,92,1,95.49,6.74,1.7,3.89,8,6.9,5,5.68,3,5,9.2,M,4.63
3.71, 65.5 %,1,50.77,9.91,4.09,0.56,6,5.88,medium,0.54,1,1,5.7,F,4
2.66,97,9,94.29,9.63,1.16,4.61,6,7.3,5,5.66,1,3,6.87,F,5.24
7.81,59,3,58.76,9.86,6.4,0.58,9,8.97,Low,6.46,2,4,9.41,male,5.38
, 83.1 %,7,47.81,5.71,5.49,3.34,4,4.23,1,3.93,3,,2.64,M,
3.03,83.6%,10,89.6,9.46,5.9,3.22,9,8.76,1,0.42,4,4,9.43,female,4.9
6.55,62.6%,,40.15,6.64,4.31,3.1,8,4.36,1,1.89,4,1,5.86,male,
1.36,66.2%,8,89.93,5.06,7.35,2.63,3,6.3,high,0.78,5,1,8.71,Female,4
3.94,91.7%,3,55.74,6.96,3.87,4.34,4,6.41,medium,,5,,2.51,M,4
5.22,88.1%,2,93.08,7.55,4.6,3.47,,5.34,medium,5.68,2,2,3.46,male,4.4
2.33, 66.5 %,9,81.49,5.54,,4.02,3,6.83,4,0.39,,3,2.75,Female,
9.86, 76.7 %,7,79.97,7.69,4.64,1.02,3,8.17,low,1.99,5,4,6.88,male,5.64
2.88,53.1%,0,61.92,9.1,2.33,0.72,8,5.47,high,,3,4,2.27,Female,4.01
,60,8,43.56,6.89,3.22,0.63,5,4.35,3,6.12,4,4,8.13,male,
2.83,74,3,89.8,6.76,1.65,1.16,5,7.16,4,1.75,1,3,3.25,F,4.43
7.92,54,10,50.25,6.69,4.03,3.5,8,7.76,2,5.45,4,2,3.3,M,4
4.83, 92.2 %,8,62.34,9.62,5.27,2.72,6,8.77,1,4.08,2,2,3.53,male,4.55
6.09,86,7,76.02,5.24,1.83,3.89,5,4.8,2,4.73,3,3,7.72,Male,5.11
1.19, 97.2 %,2,68.94,7.23,5.41,1.36,1,,5,6.03,1,4,9.32,male,4
1.31,84.7%,2,51.92,6.32,,2.15,,6.41,medium,0.18,1,3,9.17,Female,
5.01,97,8,48.44,9.47,3.36,4.5,8,5.18,high,3.71,2,3,1.91,male,4.75
8.35,,2,47.39,5.48,,4.71,9,8.81,Low,5.23,1,5,3.36,male,
8.97,80.0%,3,91.78,7.06,7.25,4.65,6,,5,6.19,3,5,7.05,M,5.16
1.78,98.8%,8,41.89,7.03,,4.18,10,7.67,medium,,4,1,,female,
5.85,82,3,98.62,9.44,1.74,3.6,3,7.92,3,2.39,3,1,4.15,M,5.85
9.22,52,10,51.91,6.08,3.86,4.61,8,6.15,1,0.55,5,,8.77,male,5.75
4.49,86,2,46.62,8.22,5.72,3.71,5,7.45,HIGH,5.84,1,,2.17,Female,4
,,6,74.62,5.67,5.02,4.79,2,6.86,HIGH,6,1,4,6.75,Female,
2.2,90,5,44.8,9.77,5.33,0.61,1,4.96,medium,,3,1,3.46,M,4
9.42, 79.2 %,0,76.15,7.97,4.97,4.65,8,7.8,3,0.15,2,4,5.74,male,6.14
,84,9,91.04,8.13,,3,2,8.64,4,0.72,3,4,4.49,Male,
9.47,100,7,42.87,7.17,3.24,1,3,6.44,4,4.37,4,1,9.82,Male,5.82
7.09, 54.5 %,0,87.99,6.71,5.96,1.47,9,8.97,Low,6.88,2,3,5.38,F,4.67
4.27,83.4%,3,63.67,6.06,7.94,4.33,1,6.14,4,5.87,1,5,9.78,Female,4
9.44,64.2%,5,49.57,8.02,,2.78,8,6.4,1,5.59,1,1,3.3,female,
3.48,82.0%,5,50.57,9.77,6.54,4.92,,,1,2.93,2,2,,Male,4
3.99, 80.4 %,6,95.13,6.8,2.72,,8,4.93,2,6.9,2,2,7.45,Female,4.61
7.31, 57.7 %,10,46.64,9.42,2.97,2.36,2,8.51,medium,5.77,2,,8.63,Male,5.49
7.89,60.3%,4,92.01,5.74,7.54,1.99,7,8.01,2,2.35,1,2,7.24,,5.49
9.36,81.1%,4,72.65,9.68,1.18,2.82,3,8.36,medium,5.24,1,4,7.14,male,6.29
2.84,56.4%,3,42.34,6.75,2.52,3.35,4,7.05,medium,3.03,1,5,6.95,F,4
8.18,63,5,67.87,6.9,4.38,3.48,1,8.42,medium,4.62,1,1,,Male,5.17
7.65, 91.8 %,6,89.05,7.31,3.81,0.51,10,7.4,3,6.79,1,1,,Female,5.56
1.57,66,9,83.57,8.59,5.4,0.9,1,6.56,,1.73,3,5,1.27,M,
4.49, 74.4 %,9,69.33,8.6,2.35,0.66,10,8.66,1,5.57,3,4,7.1,Female,4.75
3.54, 97.1 %,0,91.6,7.4,1.49,4.39,8,6.2,medium,4.13,3,3,2.55,Male,4.42
3.74,,8,,7.62,3.59,1.91,,6.5,HIGH,6.65,2,2,7.11,female,
9.85,69.5%,7,94.6,5.15,4.67,2.15,2,4.85,3,0.94,1,5,3.88,,4.96
, 80.3 %,6,90.79,6.52,,2.53,4,8.74,high,5.04,3,2,1.39,Male,
7.46,88,8,82.5,6.73,5.21,4.32,2,5.11,3,0.26,2,3,7.93,Female,6.26
9.79,95,2,89.07,7.79,4.84,0.56,8,5.01,4,1.73,4,4,1.46,Male,4.81
4.39, 95.8 %,9,72.63,7.79,2.72,1.03,7,4.51,HIGH,2.25,5,2,3.02,female,4
,88.8%,3,80.51,8.55,6.35,3.58,7,6.27,low,3.03,,4,4.03,male,
4.91, 61.4 %,6,73.64,8.59,1.61,4.84,10,5.37,2,6.76,4,3,,Female,4.78
8.83, 51.2 %,5,61.33,6.18,2.39,3.39,3,7.7,low,0.47,5,4,9.22,,5.19
2.63,69.2%,1,74.13,8.85,6.18,1.68,5,5.54,HIGH,1.18,2,3,6.6,Female,4
9.53,57,1,55.45,5.1,2.96,2.84,1,7.6,Low,1.42,5,1,8.88,male,4
2.97,86,9,66.42,8.58,4.45,4.89,10,4.98,1,2.97,2,2,7.14,M,4.86
3.94,83.1%,6,56.85,5.51,,2.88,4,5.15,4,0.42,4,2,9.93,M,
7.81,52,8,47.37,8.65,4.55,2.18,4,8.03,4,6.76,5,3,5.73,male,5.17
4.54,92,10,59.31,7.64,3.43,2.23,1,5.86,3,3.92,4,3,,M,4.93
6.47,62.4%,8,91.12,7.19,7.96,4.85,7,4.56,3,5.69,5,5,2.45,F,5.21
5,71.6%,6,62.86,8.45,3.5,3.74,5,8.81,high,5.41,5,3,6.3,Male,4
7.68,83,10,84.88,5.18,5.39,3.59,1,4.89,Low,4.63,1,3,4.13,Female,5.23
3.05, 71.5 %,7,50.51,6.12,7.22,1.54,5,4.75,HIGH,6.33,3,4,2.02,Female,4
1.53,72,9,65.47,8.08,5.47,3.02,8,5.79,HIGH,6.32,3,4,3.14,,4.06
3.7,53.3%,2,46.89,9.24,4.96,2.11,10,4.48,1,0.89,4,2,5.27,male,4
5.27, 70.1 %,0,48.32,6.91,,1.58,8,4.78,medium,6.31,4,4,5.66,female,
2.51, 88.2 %,6,77.05,6.29,4.48,4.53,2,8.23,4,3.67,4,4,9.41,Male,4.08
4.19, 95.8 %,7,,7.59,6.65,2.22,1,4.86,low,1.88,1,,1.82,Female,
4.6, 70.7 %,1,52.8,8.11,1.35,1.77,2,,Low,4.26,1,1,4.22,Male,4
1.52, 71.2 %,8,68.47,7.1,7.2,4.69,6,8.4,5,1.97,4,5,5.55,,4
6.25,,3,91.8,9.38,5.1,1.39,5,,3,3.35,1,4,2.02,M,5.67
8.96, 97.1 %,9,50.45,,6.94,3.85,4,4.79,high,5.72,5,1,7.19,female,
2.37,63.4%,,41.15,5.18,1.07,3.44,8,6.91,2,0.23,5,5,5.64,F,
6.38, 72.0 %,8,79.12,6.12,7.08,4.64,5,4.21,1,1.28,5,2,5.14,Female,4.67
6.98,90,2,43.21,7.25,1.84,4.24,4,6.14,5,6.7,3,4,6.9,female,4
4.77, 80.5 %,7,98.8,8.49,6.05,3.67,8,6.95,5,3.12,5,4,3.59,female,4.95
7.31, 55.5 %,10,76.58,6.1,3.92,1.92,1,8.79,high,2.12,3,3,4.05,male,4.53
4.7, 81.4 %,1,,9.88,5.77,,9,5.63,HIGH,6.46,,4,2.46,F,
5.54, 59.3 %,2,65.8,6.59,,4.75,2,7.83,2,6.38,4,4,5.71,Female,
1.07, 75.5 %,0,74.38,7.66,2.14,0.6,8,4.66,high,0.31,3,1,4.35,male,4
7.23,76.5%,4,45.44,5.09,,4.07,9,6.17,low,2.54,1,1,3.34,M,
6.95,94,3,95.8,9.42,2.94,1.63,10,5.12,HIGH,6.39,3,4,2.12,Male,5.45
1.35, 73.1 %,0,77.54,8.94,4.92,1.33,8,6.46,3,1.26,2,5,1.21,M,4
4.31, 64.0 %,,51.04,5.98,6.17,1.55,9,6.09,2,4.05,3,2,2.74,Male,
9.81,61.5%,8,73.75,9.67,1.57,0.77,4,8.9,Low,2.25,5,1,3.23,Male,7.41
4.79,94,5,48,,4.61,4.96,2,8.59,medium,5.16,5,5,5.37,female,
5.52,59,5,41.05,8.46,5.32,4.41,,6.91,2,1.11,5,4,3.17,Male,4.39
9.19, 71.3 %,,77.83,9.09,3.07,2.84,8,4.88,HIGH,4.17,1,3,8.36,female,
7.46, 59.4 %,1,78.91,8.7,7.67,3.72,5,6.78,5,0,4,1,5.27,male,5.04
